S.No,Station,Station Code,City,Division,Zone,no.
79,Malugur,MLU,Anantapur,Bangalore,Hubli,53
80,Malur,MLO,Kolar,Bangalore,Hubli,53
81,Mandya,MYA,Mandya,Bangalore,Hubli,53
82,Maralahalli,MZV,Kolar,Bangalore,Hubli,53
83,Marandahalli,MZU,Dharmapuri,Bangalore,Hubli,53
84,Marikuppam,MKM,Kolar,Bangalore,Hubli,53
85,Muddalingana Halli,MDLL,Bengaluru,Bangalore,Hubli,53
86,Mulanur,MAR,Chittoor,Bangalore,Hubli,53
87,Muttampatti,MPC,Dharmapuri,Bangalore,Hubli,53
88,Naganahalli,NHY,Mysore,Bangalore,Hubli,53
89,Nagasamudram,NGM,Anantapur,Bangalore,Hubli,53
90,Nandi Halt,NDY,Bengaluru,Bangalore,Hubli,53
91,Narayanapuram,NRYP,Anantapur,Bangalore,Hubli,53
92,Nayandahalli,NYH,Bengaluru,Bangalore,Hubli,53
93,Nelamangala,NMGA,Bengaluru,Bangalore,Hubli,53
94,Nidaghatta,NXH,Mandya,Bangalore,Hubli,53
95,Nidvanda,NDV,Bengaluru,Bangalore,Hubli,53
96,Oddarahalli,ORH,Shimoga,Bangalore,Hubli,53
97,Ooragaum,OGM,Kolar,Bangalore,Hubli,53
98,Palakkodu,PCV,Dharmapuri,Bangalore,Hubli,53
99,Pandavapura,PANP,Mandya,Bangalore,Hubli,53
100,Patchur,PU,Vellore,Bangalore,Hubli,53
101,Penukonda Junction,PKD,Anantapur,Bangalore,Hubli,53
102,Periya Naga Thunai,PRNT,Krishnagiri,Bangalore,Hubli,53
103,Rajanukunte,RNN,Bengaluru,Bangalore,Hubli,53
104,Ramanagaram,RMGM,Ramanagara,Bangalore,Hubli,53
105,Rayakkottai,RYC,Krishnagiri,Bangalore,Hubli,53
106,Samudravalli,DSVS,Hassan,Bangalore,Hubli,53
107,Semmandappatti,SMDT,Salem,Bangalore,Hubli,53
108,Settihally,SET,Mandya,Bangalore,Hubli,53
109,Shantigrama,SIGA,Hassan,Bangalore,Hubli,53
110,Shravanabelagola,SBGA,Hassan,Bangalore,Hubli,53
111,Shrirangapattana,S,Mandya,Bangalore,Hubli,53
112,Siddapur Halt,SIDP,Tumkur,Bangalore,Hubli,53
113,Sidlagatta,IDT,Chikkaballapur,Bangalore,Hubli,53
114,Sivadi,SZV,Dharmapuri,Bangalore,Hubli,53
115,Soldevanahalli,SDVL,Bengaluru,Bangalore,Hubli,53
116,Solur,SOLR,Bengaluru,Bangalore,Hubli,53
117,Somanayakkanpatti,SKPT,Vellore,Bangalore,Hubli,53
118,Someshwara,SMWA,Udupi,Bangalore,Hubli,53
119,Sri Sathya Sai Prashanthi Nilayam,SSPN,Anantapur,Bangalore,Hubli,53
120,Srinivasapur Halt,SVS,Kolar,Bangalore,Hubli,53
121,Thippasandra,TASA,Bengaluru,Bangalore,Hubli,53
122,Thondebhavi,TDV,Chikkaballapur,Bangalore,Hubli,53
123,Toppur,TPP,Dharmapuri,Bangalore,Hubli,53
124,Tumakuru,TK,Tumkur,Bangalore,Hubli,53
125,Tyakal,TCL,Kolar,Bangalore,Hubli,53
126,Varadapura,VRDP,Shimoga,Bangalore,Hubli,53
127,Venkatagiri Kote Halt,VTE,Bengaluru,Bangalore,Hubli,53
128,Viduraswattha,VWA,Chikkaballapur,Bangalore,Hubli,53
129,Whitefield,WFD,Bengaluru,Bangalore,Hubli,53
130,Whitefield Panel Cabin,WHPC,Bengaluru,Bangalore,Hubli,53
131,Whitefield Satellite,SGWF,Bengaluru,Bangalore,Hubli,53
132,Yediyuru,YY,Tumkur,Bangalore,Hubli,53
133,Yelahanka Junction,YNK,Bengaluru,Bangalore,Hubli,53
134,Yeliyur,Y,Mandya,Bangalore,Hubli,53
135,Yesvantpur Junction,YPR,Bengaluru,Bangalore,Hubli,53
1,Adderi,AEX,Shimoga,Mysore,Hubli,54
2,Adihalli,ADHL,Bengaluru,Mysore,Hubli,54
3,Ajjampur,AJP,Chikkamagaluru,Mysore,Hubli,54
4,Akkihebbalu,AKK,Mandya,Mysore,Hubli,54
5,Amaravathi Colony Junction,AVC,Davanagere,Mysore,Hubli,54
6,Ammasandra,AMSA,Tumkur,Mysore,Hubli,54
7,Amritapura,AMC,Chikkamagaluru,Mysore,Hubli,54
8,Anandapuram,ANF,Shimoga,Mysore,Hubli,54
9,Annechakanahali,ANC,Tumkur,Mysore,Hubli,54
10,Aralaguppe,ARGP,Tumkur,Mysore,Hubli,54
11,Arasalu,ARU,Shimoga,Mysore,Hubli,54
12,Arasur,ARS,Hassan,Mysore,Hubli,54
13,Arbagatta Halt,ABGT,Davangare,Mysore,Hubli,54
14,Arjunahalli,ARNH,Tumkur,Mysore,Hubli,54
15,Arsikere Junction,ASK,Hassan,Mysore,Hubli,54
16,Ashokapuram,AP,Mysore,Mysore,Hubli,54
17,Badanaguppe,BDGP,Chamarajnagar,Mysore,Hubli,54
18,Bageshapura,BGPA,Hassan,Mysore,Hubli,54
19,Bajakare Halt,BAJE,Dakshina Kannada,Mysore,Hubli,54
20,Balenahalli,BAHI,Mysore,Mysore,Hubli,54
21,Ballekere Halt,BLKR,Chikkamagaluru,Mysore,Hubli,54
22,Banasandra,BSN,Tumkur,Mysore,Hubli,54
23,Banashankari Halt,BNK,Bengaluru,Mysore,Hubli,54
24,Banavar,BVR,Hassan,Mysore,Hubli,54
25,Bantawala,BNTL,Dakshina Kannada,Mysore,Hubli,54
26,Belagula,BLGA,Mandya,Mysore,Hubli,54
27,Bhadravati,BDVT,Shimoga,Mysore,Hubli,54
28,Birahalli,BRBL,Mandya,Mysore,Hubli,54
29,Birur Junction,RRB,Chikkamagaluru,Mysore,Hubli,54
30,Bisalehalli,BLHI,Chikkamagaluru,Mysore,Hubli,54
31,Bommagundanakere,BOMN,Chitradurga,Mysore,Hubli,54
32,Byadgi,BYD,Haveri,Mysore,Hubli,54
33,Chalgeri,CLI,Haveri,Mysore,Hubli,54
34,Challakere,CHKE,Chitradurga,Mysore,Hubli,54
35,Chamarajanagar,CMNR,Chamarajnagar,Mysore,Hubli,54
36,Chamarajapuram,CMJ,Mysore,Mysore,Hubli,54
37,Channarayapatna,CNPA,Hassan,Mysore,Hubli,54
38,Chikjajur Junction,JRU,Chitradurga,Mysore,Hubli,54
39,Chikkamagaluru,CMGR,Chikkamagaluru,Mysore,Hubli,54
40,Chikkandawadi,CKVD,Chitradurga,Mysore,Hubli,54
41,Chinnadagudi Hundi,CGHD,Mysore,Mysore,Hubli,54
42,Chitradurga,CTA,Chitradurga,Mysore,Hubli,54
43,Davangere,DVG,Davanagere,Mysore,Hubli,54
44,Devanur,VNR,Chikkamagaluru,Mysore,Hubli,54
45,Devargudda,DAD,Haveri,Mysore,Hubli,54
46,Donigal,DOGL,Hassan,Mysore,Hubli,54
47,Dornahalli,DOY,Mysore,Mysore,Hubli,54
48,Gubbi,GBB,Tumkur,Mysore,Hubli,54
49,Gudgeri,GDI,Dharwad,Mysore,Hubli,54
50,Habanghata,HHT,Hassan,Mysore,Hubli,54
51,Haliyuru,HLV,Chitradurga,Mysore,Hubli,54
52,Hampapura,HPA,Mysore,Mysore,Hubli,54
53,Hanumanahalli,HNH,Davanagere,Mysore,Hubli,54
54,Harihar,HRR,Davanagere,Mysore,Hubli,54
55,Harnahalli,HNHL,Shimoga,Mysore,Hubli,54
56,Hassan Junction,HAS,Hassan,Mysore,Hubli,54
57,Haveri,HVR,Haveri,Mysore,Hubli,54
58,Heggere Halt,HEI,Tumkur,Mysore,Hubli,54
59,Holalkere,HLK,Chitradurga,Mysore,Hubli,54
60,Hole Narsipur,HLN,Hassan,Mysore,Hubli,54
61,Honnavalli Road,HVL,Hassan,Mysore,Hubli,54
62,Hosa Agrahara,HAH,Mysore,Mysore,Hubli,54
63,Hosdurga Road,HSD,Chitradurga,Mysore,Hubli,54
64,Kabakaputtur,KBPR,Dakshina Kannada,Mysore,Hubli,54
65,Kadakola,KDO,Mysore,Mysore,Hubli,54
66,Kadur Junction,DRU,Chikkamagaluru,Mysore,Hubli,54
67,Kalas Halt,KALS,Dharwad,Mysore,Hubli,54
68,Kallur Yadahalli,KLYH,Mandya,Mysore,Hubli,54
69,Kalsur,KVS,Haveri,Mysore,Hubli,54
70,Kaniuru Halt,KNYR,Dakshina Kannada,Mysore,Hubli,54
71,Kanivehalli,KNVH,Chikkamagaluru,Mysore,Hubli,54
72,Karajgi,KJG,Haveri,Mysore,Hubli,54
73,Karanahalli,KRNH,Bengaluru,Mysore,Hubli,54
74,Kardi,RDI,Bijapur,Mysore,Hubli,54
75,Kavalande,KVE,Mysore,Mysore,Hubli,54
76,Kenchanalu Halt,KCLA,Shimoga,Mysore,Hubli,54
77,Kodaganur,KAG,Chitradurga,Mysore,Hubli,54
78,Kodimbala Halt,KDBA,Dakshina Kannada,Mysore,Hubli,54
79,Konagavalli Halt,KGVE,Shimoga,Mysore,Hubli,54
80,Konanur,KRNU,Mysore,Mysore,Hubli,54
81,Kotegangur,KGH,Shimoga,Mysore,Hubli,54
82,Krishnarajanagara,KRNR,Mysore,Mysore,Hubli,54
83,Krishnarajasagar,KJS,Mandya,Mysore,Hubli,54
84,Kumsi,KMSI,Shimoga,Mysore,Hubli,54
85,Kundgol,KNO,Hubli,Mysore,Hubli,54
86,Mallasandra,MLSA,Tumkur,Mysore,Hubli,54
87,Mandagere,MGF,Mandya,Mysore,Hubli,54
88,Masarahalli,MSS,Shimoga,Mysore,Hubli,54
89,Mavinkere,MVC,Shimoga,Mysore,Hubli,54
90,Mayakonda,MYK,Davanagere,Mysore,Hubli,54
91,Molakalmuru,MOMU,Chitradurga,Mysore,Hubli,54
92,Mysuru Junction,MYS,Mysore,Mysore,Hubli,54
93,Nagavangala,NVF,Mandya,Mysore,Hubli,54
94,Nanjangud Town,NTW,Mysore,Mysore,Hubli,54
95,Narasambudhi,NBU,Mysore,Mysore,Hubli,54
96,Narimogaru,NRJ,Dakshina Kannada,Mysore,Hubli,54
97,Neralakatte Halt,NRF,Dakshina Kannada,Mysore,Hubli,54
98,Nittur,NTR,Tumkur,Mysore,Hubli,54
99,Nulemuru,NLNR,Chitradurga,Mysore,Hubli,54
100,Palahalli Halt,PLHL,Mandya,Mysore,Hubli,54
101,Ramgiri,RGI,Chitradurga,Mysore,Hubli,54
102,Ranibennur,RNR,Haveri,Mysore,Hubli,54
103,Sagar Jambagaru,SRF,Shimoga,Mysore,Hubli,54
104,Sagarkatte,STE,Mysore,Mysore,Hubli,54
105,Sakarayapatna,SHYP,Chikkamagaluru,Mysore,Hubli,54
106,Sakleshpur,SKLR,Hassan,Mysore,Hubli,54
107,Sampige Road,SPGR,Tumkur,Mysore,Hubli,54
108,Sasalu,SLU,Mandya,Mysore,Hubli,54
109,Saunshi,SNH,Dharwad,Mysore,Hubli,54
110,Savanur,SVNR,Haveri,Mysore,Hubli,54
111,Shiribagilu,SVGL,Dakshina Kannada,Mysore,Hubli,54
112,Shivamogga Bidare,BEI,Shimoga,Mysore,Hubli,54
113,Shivani,SHV,Chikkamagaluru,Mysore,Hubli,54
114,Sivapur,SPV,Uttara Kannada,Mysore,Hubli,54
115,Sravanur,SRVN,Haveri,Mysore,Hubli,54
116,Sree Saradanagar Halt,SSNH,Tumkur,Mysore,Hubli,54
117,Subrahmanya Road,SBHR,Dakshina Kannada,Mysore,Hubli,54
118,Sujata Puram Halt,SJPM,Mysore,Mysore,Hubli,54
119,Talguppa,TLGP,Shimoga,Mysore,Hubli,54
120,Tandavapura,TXM,Mysore,Mysore,Hubli,54
121,Tarikere Junction,TKE,Shimoga,Mysore,Hubli,54
122,Thallak,THKU,Yadgir,Mysore,Hubli,54
123,Tiptur,TTR,Tumkur,Mysore,Hubli,54
124,Tolahunse,THN,Davanagere,Mysore,Hubli,54
125,Yalvigi,YLG,Haveri,Mysore,Hubli,54
126,Yedakumeri,YDK,Hassan,Mysore,Hubli,54
127,Yedamangala,YDM,Dakshina Kannada,Mysore,Hubli,54
1,Airoli,AIRL,Mumbai,Mumbai WR,Mumbai WR,55
2,Amalner,AN,Jalgaon,Mumbai WR,Mumbai WR,55
3,Amalsad,AML,Navsari,Mumbai WR,Mumbai WR,55
4,Anawal,ANW,Surat,Mumbai WR,Mumbai WR,55
5,Ancheli,ACL,Navsari,Mumbai WR,Mumbai WR,55
6,Andheri,ADH,Mumbai,Mumbai WR,Mumbai WR,55
7,Atul,ATUL,Valsad,Mumbai WR,Mumbai WR,55
8,Bagumra,BGMR,Surat,Mumbai WR,Mumbai WR,55
9,Bagwada,BAGD,Valsad,Mumbai WR,Mumbai WR,55
10,Bandra,BA,Mumbai,Mumbai WR,Mumbai WR,55
11,Bandra Terminus,BDTS,Mumbai,Mumbai WR,Mumbai WR,55
12,Bardoli,BIY,Surat,Mumbai WR,Mumbai WR,55
13,Betavad,BEW,Dhule,Mumbai WR,Mumbai WR,55
14,Bhadbhunja,BBAI,Bhavnagar,Mumbai WR,Mumbai WR,55
15,Bhayandar,BYR,Thane,Mumbai WR,Mumbai WR,55
16,Bhestan,BHET,Surat,Mumbai WR,Mumbai WR,55
17,Bhilad,BLD,Valsad,Mumbai WR,Mumbai WR,55
18,Bhone,BHNE,Jalgaon,Mumbai WR,Mumbai WR,55
19,Bhortex,BRTK,Jalgaon,Mumbai WR,Mumbai WR,55
20,Bilimora Junction,BIM,Navsari,Mumbai WR,Mumbai WR,55
21,Boisar,BOR,Palghar,Mumbai WR,Mumbai WR,55
22,Bordi Road,BRRD,Palghar,Mumbai WR,Mumbai WR,55
23,Borivali,BVI,Mumbai,Mumbai WR,Mumbai WR,55
24,Chalthan,CHM,Surat,Mumbai WR,Mumbai WR,55
25,Charni Road,CYR,Mumbai,Mumbai WR,Mumbai WR,55
26,Chavalkhede,CHLK,Jalgaon,Mumbai WR,Mumbai WR,55
27,Chikhali Road,CIO,Navsari,Mumbai WR,Mumbai WR,55
28,Chinchpada,CPD,Aurangabad,Mumbai WR,Mumbai WR,55
29,Choupale,CUE,Nandurbar,Mumbai WR,Mumbai WR,55
30,Church Gate,CCG,Mumbai,Mumbai WR,Mumbai WR,55
31,Dadar Western,DDR,Mumbai,Mumbai WR,Mumbai WR,55
32,Dahanu Road,DRD,Palghar,Mumbai WR,Mumbai WR,55
33,Dahisar,DIC,Mumbai,Mumbai WR,Mumbai WR,55
34,Dhangadra,DNGD,Surat,Mumbai WR,Mumbai WR,55
35,Dharangaon,DXG,Jalgaon,Mumbai WR,Mumbai WR,55
36,Dhekvad,DWD,Nandurbar,Mumbai WR,Mumbai WR,55
37,Dholikua,DOLK,Navsari,Mumbai WR,Mumbai WR,55
38,Dondaicha,DDE,Dhule,Mumbai WR,Mumbai WR,55
39,Dosvada,DSD,Surat,Mumbai WR,Mumbai WR,55
40,Dungri,DGI,Valsad,Mumbai WR,Mumbai WR,55
41,Elphinstone Road,EPR,Mumbai,Mumbai WR,Mumbai WR,55
42,Gandevi,GNV,Navsari,Mumbai WR,Mumbai WR,55
43,Gandhi Smriti,GNST,Navsari,Mumbai WR,Mumbai WR,55
44,Gangadhara,GGAR,Bharuch,Mumbai WR,Mumbai WR,55
45,Gholvad,GVD,Palghar,Mumbai WR,Mumbai WR,55
46,Goregaon,GMN,Mumbai,Mumbai WR,Mumbai WR,55
47,Grant Road,GTR,Mumbai,Mumbai WR,Mumbai WR,55
48,Hol,HOL,Dhule,Mumbai WR,Mumbai WR,55
49,Jogeshwari,JOS,Mumbai,Mumbai WR,Mumbai WR,55
50,Joravasan,JRS,Navsari,Mumbai WR,Mumbai WR,55
51,Kaher,KRAI,Surat,Mumbai WR,Mumbai WR,55
52,Kala Amba,KMB,Navsari,Mumbai WR,Mumbai WR,55
53,Kandivali,KILE,Mumbai,Mumbai WR,Mumbai WR,55
54,Karambeli,KEB,Valsad,Mumbai WR,Mumbai WR,55
55,Kelve Road,KLV,Palghar,Mumbai WR,Mumbai WR,55
56,Kevdi Road,KVO,Surat,Mumbai WR,Mumbai WR,55
57,Khandbara,KBH,Nandurbar,Mumbai WR,Mumbai WR,55
58,Khar Road,KHAR,Mumbai,Mumbai WR,Mumbai WR,55
59,Khatgaon,KHTG,Buldhana,Mumbai WR,Mumbai WR,55
60,Kikakui Road,KKRD,Surat,Mumbai WR,Mumbai WR,55
61,Kolda,KFF,Aurangabad,Mumbai WR,Mumbai WR,55
62,Kudsad,KDSD,Surat,Mumbai WR,Mumbai WR,55
63,Lakkad Kot,LKKD,Surat,Mumbai WR,Mumbai WR,55
64,Lotarva,LTV,Surat,Mumbai WR,Mumbai WR,55
65,Lowjee,LWJ,Raigad,Mumbai WR,Mumbai WR,55
66,Madhi,MID,Surat,Mumbai WR,Mumbai WR,55
67,Mahalakshmi,MX,Mumbai,Mumbai WR,Mumbai WR,55
68,Mahim Junction,MM,Mumbai,Mumbai WR,Mumbai WR,55
69,Malad,MDD,Mumbai,Mumbai WR,Mumbai WR,55
70,Mangrolla,MGRL,Amreli,Mumbai WR,Mumbai WR,55
71,Marine Lines,MEL,Mumbai,Mumbai WR,Mumbai WR,55
72,Maroli,MRL,Surat,Mumbai WR,Mumbai WR,55
73,Matunga Road,MRU,Mumbai,Mumbai WR,Mumbai WR,55
74,Mira Road,MIRA,Mumbai,Mumbai WR,Mumbai WR,55
75,Mumbai Central,BCT,Mumbai,Mumbai WR,Mumbai WR,55
76,Mumbai Central (Local),BCL,Mumbai,Mumbai WR,Mumbai WR,55
77,Nallasopara,NSP,Palghar,Mumbai WR,Mumbai WR,55
78,Nandurbar,NDB,Nandurbar,Mumbai WR,Mumbai WR,55
79,Nardana,NDN,Dhule,Mumbai WR,Mumbai WR,55
80,Navapur,NWU,Surat,Mumbai WR,Mumbai WR,55
81,Navsari,NVS,Navsari,Mumbai WR,Mumbai WR,55
82,Niyol,NOL,Surat,Mumbai WR,Mumbai WR,55
83,Padse,PDP,Dhule,Mumbai WR,Mumbai WR,55
84,Paldhi,PLD,Jalgaon,Mumbai WR,Mumbai WR,55
85,Palghar,PLG,Palghar,Mumbai WR,Mumbai WR,55
86,Pardi,PAD,Valsad,Mumbai WR,Mumbai WR,55
87,Ram Mandir (Oshiwara),RMAR,Mumbai,Mumbai WR,Mumbai WR,55
88,Ranala,RNL,Nandurbar,Mumbai WR,Mumbai WR,55
89,Rankuwa,RW,Navsari,Mumbai WR,Mumbai WR,55
90,Sachin,SCH,Surat,Mumbai WR,Mumbai WR,55
91,Sanjan,SJN,Valsad,Mumbai WR,Mumbai WR,55
92,Santa Cruz,STC,Mumbai,Mumbai WR,Mumbai WR,55
93,Saphale,SAH,Palghar,Mumbai WR,Mumbai WR,55
94,Sindkheda,SNK,Dhule,Mumbai WR,Mumbai WR,55
95,Sonshelu,SNSL,Dhule,Mumbai WR,Mumbai WR,55
96,Surat,ST,Surat,Mumbai WR,Mumbai WR,55
97,Takarkhede,TKHE,Jalgaon,Mumbai WR,Mumbai WR,55
98,Timbarva,TBV,Surat,Mumbai WR,Mumbai WR,55
99,Tisi,TISI,Nandurbar,Mumbai WR,Mumbai WR,55
100,Udhna Junction,UDN,Surat,Mumbai WR,Mumbai WR,55
101,Udvada,UVD,Valsad,Mumbai WR,Mumbai WR,55
102,Ukai Songadh,USD,Tapi,Mumbai WR,Mumbai WR,55
103,Umbargam Road,UBR,Valsad,Mumbai WR,Mumbai WR,55
104,Umroli,UOI,Palghar,Mumbai WR,Mumbai WR,55
105,Unai and Bansda Road,UNI,Navsari,Mumbai WR,Mumbai WR,55
106,Vaitarna,VTN,Palghar,Mumbai WR,Mumbai WR,55
107,Valsad,BL,Valsad,Mumbai WR,Mumbai WR,55
108,Vangaon,VGN,Palghar,Mumbai WR,Mumbai WR,55
109,Vapi,VAPI,Vapi,Mumbai WR,Mumbai WR,55
110,Vasai Road,BSR,Mumbai,Mumbai WR,Mumbai WR,55
111,Vedchha,VDH,Navsari,Mumbai WR,Mumbai WR,55
112,Vikhran,VKH,Dhule,Mumbai WR,Mumbai WR,55
113,Ville Parle,VLP,Mumbai,Mumbai WR,Mumbai WR,55
114,Virar,VR,Palghar,Mumbai WR,Mumbai WR,55
115,Virdel Road,VRD,Dhule,Mumbai WR,Mumbai WR,55
116,Vyara,VYA,Tapi,Mumbai WR,Mumbai WR,55
117,Waghai,WGI,Dang,Mumbai WR,Mumbai WR,55
1,Ajanti,ANI,East Nimar,Ratlam,Mumbai WR,56
2,Ajnod,AJN,Indore,Ratlam,Mumbai WR,56
3,Akodia,AKD,Shajapur,Ratlam,Mumbai WR,56
4,Amargarh,AGR,Jhabua,Ratlam,Mumbai WR,56
5,Anas,ANAS,Dahod,Ratlam,Mumbai WR,56
6,Aslaoda,ASL,Ujjain,Ratlam,Mumbai WR,56
7,Attar,ATR,East Nimar,Ratlam,Mumbai WR,56
8,Bairagarh,BIH,Bhopal,Ratlam,Mumbai WR,56
9,Bajrangarh,BJG,Jhabua,Ratlam,Mumbai WR,56
10,Bakanian Bhaunr,BQE,Bhopal,Ratlam,Mumbai WR,56
11,Baktal,BKTL,Sehore,Ratlam,Mumbai WR,56
12,Balauda Takun,BLDK,Indore,Ratlam,Mumbai WR,56
13,Bamnia,BMI,Jhabua,Ratlam,Mumbai WR,56
14,Bangrod,BOD,Ratlam,Ratlam,Mumbai WR,56
15,Barlai,BLAX,Indore,Ratlam,Mumbai WR,56
16,Barnagar,BNG,Ujjain,Ratlam,Mumbai WR,56
17,Barwaha,BWW,Khargone,Ratlam,Mumbai WR,56
18,Berawanya,BRNA,Ujjain,Ratlam,Mumbai WR,56
19,Berchha,BCH,Ujjain,Ratlam,Mumbai WR,56
20,Bhairongarh,BOG,Jhabua,Ratlam,Mumbai WR,56
21,Bhatisuda,BTSD,Ujjain,Ratlam,Mumbai WR,56
22,Bildi,BILD,Ratlam,Ratlam,Mumbai WR,56
23,Bisalwas Kalan,BIWK,Chittorgarh,Ratlam,Mumbai WR,56
24,Bolai,BLX,Shajapur,Ratlam,Mumbai WR,56
25,Bordi,BIO,Kheda,Ratlam,Mumbai WR,56
26,Brayla Chaurasi,BRLA,Ratlam,Ratlam,Mumbai WR,56
27,Chakrod,CKOD,Shajapur,Ratlam,Mumbai WR,56
28,Chanchelav,CCL,Panchmahal,Ratlam,Mumbai WR,56
29,Chanderiya,CNA,Chittorgarh,Ratlam,Mumbai WR,56
30,Chittaurgarh Junction,COR,Chittorgarh,Ratlam,Mumbai WR,56
31,Choral,CRL,Indore,Ratlam,Mumbai WR,56
32,Dahod,DHD,Dahod,Ratlam,Mumbai WR,56
33,Dalauda,DLD,Mandsaur,Ratlam,Mumbai WR,56
34,Dewas Junction,DWX,Dewas,Ratlam,Mumbai WR,56
35,Dhodhar,DOD,Mandsaur,Ratlam,Mumbai WR,56
36,Dr. Ambedkar Nagar (Mhow),DADN,Indore,Ratlam,Mumbai WR,56
37,Fatehabad Chandrawatiganj Junction,FTD,Ujjain,Ratlam,Mumbai WR,56
38,Gambhiri Road,GRF,Chittorgarh,Ratlam,Mumbai WR,56
39,Gautampura Road,GPX,Ujjain,Ratlam,Mumbai WR,56
40,Haranya Kheri,HKH,Indore,Ratlam,Mumbai WR,56
41,Harkia Khal,HKL,Neemuch,Ratlam,Mumbai WR,56
42,Indore Junction (MG),INDM,Indore,Ratlam,Mumbai WR,56
43,Indore Junction BG,INDB,Indore,Ratlam,Mumbai WR,56
44,Jabri,JBX,Shajapur,Ratlam,Mumbai WR,56
45,Jaora,JAO,Ratlam,Ratlam,Mumbai WR,56
46,Jawad Road,JWO,Udaipur,Ratlam,Mumbai WR,56
47,Jekot,JKT,Dahod,Ratlam,Mumbai WR,56
48,Kachnara,KHNR,Mandsaur,Ratlam,Mumbai WR,56
49,Kalakund,KKD,Indore,Ratlam,Mumbai WR,56
50,Kalapipal,KPP,Shajapur,Ratlam,Mumbai WR,56
51,Kali Sindh,KSH,Shajapur,Ratlam,Mumbai WR,56
52,Kansudhi,KIZ,Panchmahal,Ratlam,Mumbai WR,56
53,Karchha,KDHA,Ujjain,Ratlam,Mumbai WR,56
54,Khachrod,KUH,Ujjain,Ratlam,Mumbai WR,56
55,Kisoni,KONY,Shajapur,Ratlam,Mumbai WR,56
56,Kotlakheri,KTKH,East Nimar,Ratlam,Mumbai WR,56
57,Laxmibai Nagar Junction,LMNR,Indore,Ratlam,Mumbai WR,56
58,Limkheda,LMK,Dahod,Ratlam,Mumbai WR,56
59,Lokmanya Nagar,LKMN,Indore,Ratlam,Mumbai WR,56
60,Maksi Junction,MKC,Shajapur,Ratlam,Mumbai WR,56
61,Malhargarh,MLG,Mandsaur,Ratlam,Mumbai WR,56
62,Mandasor,MDS,Mandsaur,Ratlam,Mumbai WR,56
63,Mangal Mahudi,MAM,Dahod,Ratlam,Mumbai WR,56
64,Mangliya Gaon,MGG,Indore,Ratlam,Mumbai WR,56
65,Matana Buzurg,MABG,Ujjain,Ratlam,Mumbai WR,56
66,Meghnagar,MGN,Jhabua,Ratlam,Mumbai WR,56
67,Mohammadkhera,MQE,Ujjain,Ratlam,Mumbai WR,56
68,Morwani,MRN,Ratlam,Ratlam,Mumbai WR,56
69,Mukhtiar Balwar,MKT,Indore,Ratlam,Mumbai WR,56
70,Mundalaram,MDLM,Ratlam,Ratlam,Mumbai WR,56
71,Nagda Junction,NAD,Ujjain,Ratlam,Mumbai WR,56
72,Naikheri,NKI,Ujjain,Ratlam,Mumbai WR,56
73,Namli,NLI,Ratlam,Ratlam,Mumbai WR,56
74,Naranjipur,NRGR,Dewas,Ratlam,Mumbai WR,56
75,Nauganwan,NGW,Ratlam,Ratlam,Mumbai WR,56
76,Nimach,NMH,Neemuch,Ratlam,Mumbai WR,56
77,Nimar Kheri,NKR,East Nimar,Ratlam,Mumbai WR,56
78,Nimbahera,NBH,Chittorgarh,Ratlam,Mumbai WR,56
79,Omkareshwar Road,OM,East Nimar,Ratlam,Mumbai WR,56
80,Ordi,ORDI,Udaipur,Ratlam,Mumbai WR,56
81,Osra,OSRA,Indore,Ratlam,Mumbai WR,56
82,Pachwan,PNWN,Bhopal,Ratlam,Mumbai WR,56
83,Palia,PLA,Indore,Ratlam,Mumbai WR,56
84,Palsora Makrawa,PSO,Ujjain,Ratlam,Mumbai WR,56
85,Panch Pipila,PCN,Jhabua,Ratlam,Mumbai WR,56
86,Parbati,PRB,Sehore,Ratlam,Mumbai WR,56
87,Patal Pani,PTP,Indore,Ratlam,Mumbai WR,56
88,Phanda,PUD,Bhopal,Ratlam,Mumbai WR,56
89,Pingleshwar,PLW,Shajapur,Ratlam,Mumbai WR,56
90,Piplia,PIP,Ujjain,Ratlam,Mumbai WR,56
91,Piplod,PPD,Dahod,Ratlam,Mumbai WR,56
92,Piploda Bagla,PPG,Ujjain,Ratlam,Mumbai WR,56
93,Pir Umrod,PUO,Dewas,Ratlam,Mumbai WR,56
94,Pirjhalar,PJH,Ratlam,Ratlam,Mumbai WR,56
95,Pritam Nagar,PRNG,Ratlam,Ratlam,Mumbai WR,56
96,Rajendra Nagar,RJQ,Indore,Ratlam,Mumbai WR,56
97,Ranyal Jasmiya,RCJ,Dewas,Ratlam,Mumbai WR,56
98,Raoti,RTI,Ratlam,Ratlam,Mumbai WR,56
99,Ratlam Junction,RTM,Ratlam,Ratlam,Mumbai WR,56
100,Rau,RAU,Indore,Ratlam,Mumbai WR,56
101,Rentia,RET,Dahod,Ratlam,Mumbai WR,56
102,Runija,RNJ,Ujjain,Ratlam,Mumbai WR,56
103,Runkhera,RNH,Ujjain,Ratlam,Mumbai WR,56
104,Saifee Nagar,SFNR,Indore,Ratlam,Mumbai WR,56
105,Sanawad,SWD,East Nimar,Ratlam,Mumbai WR,56
106,Sant Road,SAT,Panchmahal,Ratlam,Mumbai WR,56
